monitoring_location,monitoring_sublocation,monitoring_station,year,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,layer_collection_start_depth,layer_collection_end_depth,activity_media_name,laboratory_sample_id,site,collect_date,julian,alk,cond,doc,no2,no3,partc,partn,partp,ph,srsi,tdn,tdp,dic,partfe,ca,cl,fe,k,mg,mn,sodium,so4,chla,o2,spec1,nh3,tds,tss,turbidity,a254,e2_e3,e2_e4,s275_295,s350_400,sr,suva
373,LA,CB,2017,20170906,NA,meta,6.25,12,Lake Water,2017090603-02,373_LA_CB__meta,2017-09-06,249,NA,NA,349,0,0,426.8,36.3,3,7.144,0.543,195,2.302,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,1,m,NA,NA,Lake Water,2017090701-01,227___1_m,2017-09-07,250,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,3,m,NA,NA,Lake Water,2017090701-02,227___3_m,2017-09-07,250,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,5,m,NA,NA,Lake Water,2017090701-03,227___5_m,2017-09-07,250,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,6,m,NA,NA,Lake Water,2017090701-04,227___6_m,2017-09-07,250,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,8,m,NA,NA,Lake Water,2017090701-05,227___8_m,2017-09-07,250,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170907,10,m,NA,NA,Lake Water,2017090701-06,227___10_m,2017-09-07,250,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170907,1,m,NA,NA,Lake Water,2017090702-01,239_LA_CB_1_m,2017-09-07,250,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170907,10,m,NA,NA,Lake Water,2017090702-02,239_LA_CB_10_m,2017-09-07,250,NA,NA,NA,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170907,20,m,NA,NA,Lake Water,2017090702-03,239_LA_CB_20_m,2017-09-07,250,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170907,30,m,NA,NA,Lake Water,2017090702-04,239_LA_CB_30_m,2017-09-07,250,NA,NA,NA,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170910,0.5,m,NA,NA,Lake Water,2017090901-01,227___0.5_m,2017-09-10,253,NA,NA,NA,0,0,3627.3,400,35,NA,NA,423,10.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.17,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170910,8,m,NA,NA,Lake Water,2017090901-02,227___8_m,2017-09-10,253,NA,NA,NA,NA,NA,1163,172.1,62,NA,NA,3490,24.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170911,1,m,NA,NA,Lake Water,2017091105-01,373_LA_CB_1_m,2017-09-11,254,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170911,20,m,NA,NA,Lake Water,2017091105-02,373_LA_CB_20_m,2017-09-11,254,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170911,NA,epi,0,4,Lake Water,2017091102-01,442_LA_CB__epi,2017-09-11,254,127.4,NA,644,0,0,464.1,414.2,3,7.068,0.514,273,3.098,146,NA,1.94,0.2,0,0.34,0.74,0,0.65,1.28,2.01,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170911,NA,meta,4.5,7,Lake Water,2017091102-02,442_LA_CB__meta,2017-09-11,254,NA,NA,563,0,0,549.5,48.6,3,6.781,0.449,265,3.098,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2017,20170913,NA,epi,0,3.5,Lake Water,2017091303-01,114_LA_CB__epi,2017-09-13,256,79.2,NA,536,0,9,701,84.8,5,6.624,0.406,454,3.983,95,NA,1.17,0.15,0,0,0.36,0,0.48,0.68,2.37,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170913,NA,epi,0,4.5,Lake Water,2017091301-01,239_LA_CB__epi,2017-09-13,256,176.4,NA,661,0,2,321.2,32.6,3,7.166,2.173,251,2.781,184,NA,2.79,0.23,0,0.41,0.75,0,1.1,1.99,2.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170913,NA,epi,0,4.5,Lake Water,2017091301-03,239_LA_CB__epi,2017-09-13,256,176.4,NA,623,0,2,347.5,38.1,4,7.132,2.25,248,2.609,178,NA,2.77,0.23,0,0.41,0.74,0,1.09,1.97,2.39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170913,NA,meta,5,7,Lake Water,2017091301-02,239_LA_CB__meta,2017-09-13,256,NA,NA,618,0,2,377.9,33.2,3,6.796,2.235,257,3.124,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-01,239__EIF__,2017-09-15,258,NA,NA,1179,NA,NA,NA,NA,NA,6.441,NA,NA,NA,NA,NA,5.01,1.27,0.72,1.58,1.44,0.0577,1.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-17,239__NEIF__,2017-09-15,258,NA,NA,2094,NA,NA,NA,NA,NA,4.713,NA,NA,NA,NA,NA,1.91,0.89,0.43,0.52,0.6,0.0153,0.49,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-18,239__NEIF__,2017-09-15,258,NA,NA,5425,NA,NA,NA,NA,NA,4.204,NA,NA,NA,NA,NA,2.82,0.38,1.05,0.47,0.93,0.0207,0.45,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-19,239__NEIF__,2017-09-15,258,NA,NA,6032,NA,NA,NA,NA,NA,4.149,NA,NA,NA,NA,NA,2.98,0.25,1.27,0.47,1.03,0.0208,0.45,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-37,239__NWIF__,2017-09-15,258,NA,NA,2020,NA,NA,NA,NA,NA,5.295,NA,NA,NA,NA,NA,1.62,0.32,0.6,0,0.51,0.0174,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-38,239__NWIF__,2017-09-15,258,NA,NA,1730,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,1.59,0.27,0.6,0,0.5,0,0,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-39,239__NWIF__,2017-09-15,258,NA,NA,1780,NA,NA,NA,NA,NA,5.591,NA,NA,NA,NA,NA,1.62,0.27,0.62,0,0.52,0,1.21,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170915,NA,NA,NA,NA,Stream Water,2017092001-40,239__NWIF__,2017-09-15,258,NA,NA,1741,NA,NA,NA,NA,NA,4.862,NA,NA,NA,NA,NA,1.61,0.35,0.61,0,0.5,0.125,1.19,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-02,239__EIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,6.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-03,239__EIF__,2017-09-16,259,NA,NA,1302,NA,NA,NA,NA,NA,6.744,NA,NA,NA,NA,NA,4.96,0.73,0.59,1.51,1.43,0,1.85,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-04,239__EIF__,2017-09-16,259,NA,NA,1449,NA,NA,NA,NA,NA,6.561,NA,NA,NA,NA,NA,4.79,0.79,0.55,1.21,1.35,0,1.76,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-05,239__EIF__,2017-09-16,259,NA,NA,1417,NA,NA,NA,NA,NA,6.559,NA,NA,NA,NA,NA,4.63,0.85,0.52,1.1,1.3,0,1.73,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-06,239__EIF__,2017-09-16,259,NA,NA,1587,NA,NA,NA,NA,NA,6.526,NA,NA,NA,NA,NA,4.81,0.81,0.56,1.01,1.32,0,1.74,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-07,239__EIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,6.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-08,239__EIF__,2017-09-16,259,NA,NA,1719,NA,NA,NA,NA,NA,6.559,NA,NA,NA,NA,NA,4.72,0.67,0.57,0.77,1.27,0,1.8,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-09,239__EIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,6.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-10,239__EIF__,2017-09-16,259,NA,NA,1704,NA,NA,NA,NA,NA,6.563,NA,NA,NA,NA,NA,4.45,0.48,0.54,0.57,1.18,0,1.97,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-20,239__NEIF__,2017-09-16,259,NA,NA,5836,NA,NA,NA,NA,NA,4.17,NA,NA,NA,NA,NA,3.03,0.26,1.17,0.44,1.05,0.021,0.42,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-21,239__NEIF__,2017-09-16,259,NA,NA,4775,NA,NA,NA,NA,NA,4.036,NA,NA,NA,NA,NA,2.46,0.3,0.93,0.45,0.84,0.0169,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-22,239__NEIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-23,239__NEIF__,2017-09-16,259,NA,NA,5530,NA,NA,NA,NA,NA,4.024,NA,NA,NA,NA,NA,2.93,0.37,1.25,0.33,1.04,0.0175,0.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-24,239__NEIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,4.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-25,239__NEIF__,2017-09-16,259,NA,NA,6368,NA,NA,NA,NA,NA,3.995,NA,NA,NA,NA,NA,2.9,0.54,1.22,0.35,1.03,0.0145,0.33,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-26,239__NEIF__,2017-09-16,259,NA,NA,6323,NA,NA,NA,NA,NA,4.017,NA,NA,NA,NA,NA,2.87,0.28,1.19,0.35,1.02,0,0.33,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-27,239__NEIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,4.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-28,239__NEIF__,2017-09-16,259,NA,NA,5575,NA,NA,NA,NA,NA,4.008,NA,NA,NA,NA,NA,2.84,0.26,1.16,0,1.02,0,0.27,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-29,239__NEIF__,2017-09-16,259,NA,NA,NA,NA,NA,NA,NA,NA,3.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-41,239__NWIF__,2017-09-16,259,NA,NA,1625,NA,NA,NA,NA,NA,5.657,NA,NA,NA,NA,NA,1.53,0.25,0.57,0,0.47,0,1.11,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-42,239__NWIF__,2017-09-16,259,NA,NA,1862,NA,NA,NA,NA,NA,5.287,NA,NA,NA,NA,NA,2,0.37,0.8,0.3,0.59,0,1.09,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-43,239__NWIF__,2017-09-16,259,NA,NA,2221,NA,NA,NA,NA,NA,4.991,NA,NA,NA,NA,NA,2.27,0.36,0.81,0.33,0.67,0.0155,1.06,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-44,239__NWIF__,2017-09-16,259,NA,NA,2447,NA,NA,NA,NA,NA,4.898,NA,NA,NA,NA,NA,2.45,0.36,0.85,0,0.73,0,1.07,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-45,239__NWIF__,2017-09-16,259,NA,NA,2532,NA,NA,NA,NA,NA,4.833,NA,NA,NA,NA,NA,2.58,2.02,0.83,0,0.75,0,1.05,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-46,239__NWIF__,2017-09-16,259,NA,NA,2695,NA,NA,NA,NA,NA,4.766,NA,NA,NA,NA,NA,2.79,0.35,0.85,0,0.82,0.0149,1.11,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-47,239__NWIF__,2017-09-16,259,NA,NA,2750,NA,NA,NA,NA,NA,4.857,NA,NA,NA,NA,NA,2.78,0.32,0.87,0,0.83,0.0145,1.12,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-48,239__NWIF__,2017-09-16,259,NA,NA,3019,NA,NA,NA,NA,NA,4.796,NA,NA,NA,NA,NA,2.63,0.31,0.85,0,0.79,0,1.1,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170916,NA,NA,NA,NA,Stream Water,2017092001-49,239__NWIF__,2017-09-16,259,NA,NA,2608,NA,NA,NA,NA,NA,4.855,NA,NA,NA,NA,NA,2.6,0.3,0.84,0,0.79,0.0155,1.11,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-11,239__EIF__,2017-09-17,260,NA,NA,1673,NA,NA,NA,NA,NA,6.578,NA,NA,NA,NA,NA,4.33,0.39,0.54,0.46,1.17,0,0.44,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-12,239__EIF__,2017-09-17,260,NA,NA,1614,NA,NA,NA,NA,NA,6.561,NA,NA,NA,NA,NA,4.3,0.37,0.52,0.41,1.14,0,0.39,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-31,239__NEIF__,2017-09-17,260,NA,NA,5227,NA,NA,NA,NA,NA,4.054,NA,NA,NA,NA,NA,2.73,0.22,1.06,0,0.95,0.0158,0.26,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-32,239__NEIF__,2017-09-17,260,NA,NA,5311,NA,NA,NA,NA,NA,4.08,NA,NA,NA,NA,NA,2.7,0.33,1.06,0,0.95,0.0156,0.26,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-30,239__NEIF__,2017-09-17,260,NA,NA,5227,NA,NA,NA,NA,NA,4.015,NA,NA,NA,NA,NA,2.69,0.72,1.07,0,0.94,0,0.24,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-50,239__NWIF__,2017-09-17,260,NA,NA,2577,NA,NA,NA,NA,NA,4.874,NA,NA,NA,NA,NA,2.64,0.29,0.85,0,0.79,0.0155,1.12,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-51,239__NWIF__,2017-09-17,260,NA,NA,2647,NA,NA,NA,NA,NA,4.891,NA,NA,NA,NA,NA,2.7,0.3,0.87,0,0.79,0.0155,1.16,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-52,239__NWIF__,2017-09-17,260,NA,NA,2713,NA,NA,NA,NA,NA,4.883,NA,NA,NA,NA,NA,2.67,0.3,0.89,0,0.79,0.0156,1.16,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170917,NA,NA,NA,NA,Stream Water,2017092001-53,239__NWIF__,2017-09-17,260,NA,NA,2675,NA,NA,NA,NA,NA,4.862,NA,NA,NA,NA,NA,2.59,0.28,0.88,0,0.79,0.0155,1.17,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170918,NA,epi,0,3.25,Lake Water,2017091804-01,227____epi,2017-09-18,261,94,NA,693,0,1,3509.7,442.1,34,6.398,0.461,388,9.991,117,91,1.4,0.17,0.08,0,0.45,0,0.86,0.76,38.05,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017091805-01,239__EIF__,2017-09-18,261,195.8,33,1693,0,14,303.6,16,4,6.224,6.175,672,16.885,301,NA,4.05,0.26,0.58,0.36,1.08,0,1.83,2.53,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017091805-02,239__NEIF__,2017-09-18,261,0,47,5359,0,2,1208,84.8,8,4.072,4.842,1380,51.02,452,NA,2.59,0.2,1.06,0.31,0.88,0.0155,0.95,0.48,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017091805-03,239__NWIF__,2017-09-18,261,43.6,26.5,2593,0,2,511,41.8,5,4.843,6.559,991,39.417,477,NA,2.49,0.48,0.89,0,0.72,0,1.06,1.56,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,OF,2017,20170918,NA,NA,NA,NA,Stream Water,2017091805-04,239__OF__,2017-09-18,261,173.6,25.5,613,0,1,614,57.2,3,7.07,2.264,258,3.097,187,NA,2.78,0.24,0.02,0.41,0.76,0,1.11,1.98,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,10,m,NA,NA,Lake Water,2017091803-04,373_LA_CB_10_m,2017-09-18,261,182.4,NA,339,0,2,451.2,30.1,4,7.036,0.541,183,3.097,200,NA,2.84,0.2,0,0.37,0.61,0,0.71,1.6,4.24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,10,m,NA,NA,Lake Water,2017091803-07,373_LA_CB_10_m,2017-09-18,261,181.4,NA,333,0,1,539.5,37.5,4,7.003,0.55,182,2.929,231,NA,2.84,0.32,0.02,0.39,0.61,0,0.71,1.61,3.91,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,15,m,NA,NA,Lake Water,2017091803-05,373_LA_CB_15_m,2017-09-18,261,182.4,NA,309,0,49,253.8,29.5,3,6.271,1.005,208,2.761,420,NA,2.94,0.21,0,0.4,0.62,0.0516,0.72,1.7,1.05,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,20,m,NA,NA,Lake Water,2017091803-06,373_LA_CB_20_m,2017-09-18,261,448.4,NA,444,2,4,1214,188,30,6.699,1.875,1029,11.336,1028,NA,4.7,0.21,6.25,0.46,0.7,2.42,0.74,0.81,1.77,NA,NA,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,NA,epi,0,7.25,Lake Water,2017091803-01,373_LA_CB__epi,2017-09-18,261,174.2,NA,361,0,2,433.8,28.9,4,7.272,0.43,197,2.424,69,NA,2.73,0.19,0,0.38,0.59,0,0.71,1.54,1.55,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170918,NA,meta,7.75,10,Lake Water,2017091803-02,373_LA_CB__meta,2017-09-18,261,NA,NA,356,0,2,588.5,67,4,7.272,0.452,195,2.593,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017092001-16,239__EIF__,2017-09-18,261,NA,NA,NA,NA,NA,NA,NA,NA,6.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017092001-13,239__EIF__,2017-09-18,261,NA,NA,NA,NA,NA,NA,NA,NA,6.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017092001-14,239__EIF__,2017-09-18,261,NA,NA,1624,NA,NA,NA,NA,NA,6.429,NA,NA,NA,NA,NA,4.27,0.37,0.53,0.47,1.14,0,0.45,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,EIF,2017,20170918,NA,NA,NA,NA,Stream Water,2017092001-15,239__EIF__,2017-09-18,261,NA,NA,1640,NA,NA,NA,NA,NA,6.403,NA,NA,NA,NA,NA,4.38,0.44,0.52,0.64,1.19,0,0.61,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
