monitoring_location,monitoring_sublocation,monitoring_station,year,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,layer_collection_start_depth,layer_collection_end_depth,activity_media_name,laboratory_sample_id,site,collect_date,julian,alk,cond,doc,no2,no3,partc,partn,partp,ph,srsi,tdn,tdp,dic,partfe,ca,cl,fe,k,mg,mn,sodium,so4,chla,o2,spec1,nh3,tds,tss,turbidity,a254,e2_e3,e2_e4,s275_295,s350_400,sr,suva
373,LA,CB,2015,20150825,20,m,NA,NA,Lake Water,1568,373_LA_CB_20_m,2015-08-25,237,325,48,406,4,5,1510,243,39,6.58,1.773,675,6,773,NA,3.63,0.21,3.8,0.46,0.72,1.328,0.78,0.99,3.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,3,m,NA,NA,Lake Water,1571,626_LA_CB_3_m,2015-08-25,237,109,17,456,0,1,544,33,5,7.11,0.248,256,3,112,NA,1.73,0.17,0,0.31,0.57,0,0.68,1.26,1.52,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,5,m,NA,NA,Lake Water,1572,626_LA_CB_5_m,2015-08-25,237,112,17,458,0,1,542,27,4,7.1,0.245,230,3,114,NA,1.73,0.15,0,0.3,0.57,0,0.66,1.24,1.73,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,7,m,NA,NA,Lake Water,1573,626_LA_CB_7_m,2015-08-25,237,111,18,452,0,2,648,40,5,6.98,0.129,238,3,123,NA,1.76,0.16,0,0.29,0.58,0,0.68,1.36,3.15,9.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,9,m,NA,NA,Lake Water,1574,626_LA_CB_9_m,2015-08-25,237,124,19,436,0,1,1149,94,8,6.45,0.06,229,3,216,NA,1.87,0.18,0.03,0.31,0.6,0.0568,0.69,1.36,14.49,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,11,m,NA,NA,Lake Water,1575,626_LA_CB_11_m,2015-08-25,237,146,22,453,0,2,1103,115,12,6,0.213,293,6,497,NA,2.06,0.2,0.54,0.34,0.63,0.3557,0.67,1.49,5.6,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,NA,epi,NA,NA,Lake Water,1570,626_LA_CB__epi,2015-08-25,237,111,18,453,0,2,612,38,3,7.13,0.25,233,3,116,NA,1.69,0.17,0,0.3,0.57,0,0.65,1.27,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,NA,epi,NA,NA,Lake Water,1559,626_LA_CB__epi,2015-08-25,237,116,17,458,0,2,637,28,3,7.14,0.25,220,2,125,NA,1.74,0.17,0,0.31,0.58,0,0.69,1.28,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150825,NA,meta,NA,NA,Lake Water,1576,626_LA_CB__meta,2015-08-25,237,114,18,452,0,2,839,41,5,6.75,0.147,233,3,152,NA,1.78,0.15,0.02,0.3,0.59,0.0185,0.66,1.3,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150826,NA,epi,NA,NA,Lake Water,1564,373_LA_CB__epi,2015-08-26,238,170,24,342,0,1,438,0,4,7.32,0.614,162,2,175,NA,2.81,0.2,0,0.4,0.64,0,0.75,1.64,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150826,NA,meta,NA,NA,Lake Water,1569,373_LA_CB__meta,2015-08-26,238,NA,24,341,0,0,599,48,4,7.23,NA,158,3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20150831,NA,epi,NA,NA,Lake Water,1586,114_LA_CB__epi,2015-08-31,243,49,12,568,0,2,1855,165,10,6.67,0.51,311,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20150831,NA,meta,NA,NA,Lake Water,1587,114_LA_CB__meta,2015-08-31,243,NA,NA,553,0,1,2247,200,12,NA,NA,325,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,5,m,NA,NA,Lake Water,1589,239_LA_CB_5_m,2015-08-31,243,NA,27,653,0,1,657,42,3,7.15,1.952,233,3,175,NA,2.77,0.24,0,0.41,0.79,0,1.06,2.1,3.92,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,10,m,NA,NA,Lake Water,1590,239_LA_CB_10_m,2015-08-31,243,166,28,553,0,40,627,42,4,6.3,2.388,239,3,364,NA,2.89,0.24,0,0.44,0.82,0,1.07,2.26,2.46,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,15,m,NA,NA,Lake Water,1591,239_LA_CB_15_m,2015-08-31,243,171,29,545,0,81,529,15,5,6.25,2.463,283,3,361,NA,2.93,0.25,0,0.44,0.82,0,1.1,2.25,0.77,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,20,m,NA,NA,Lake Water,1592,239_LA_CB_20_m,2015-08-31,243,169,29,544,0,89,404,0,5,6.2,2.613,279,4,387,NA,2.96,0.25,0.02,0.44,0.83,0,1.09,2.24,0.58,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,25,m,NA,NA,Lake Water,1593,239_LA_CB_25_m,2015-08-31,243,175,30,535,0,97,573,0,6,6.05,2.818,287,3,468,NA,3,0.26,0.09,0.45,0.84,0.0705,1.1,2.32,0.52,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,30,m,NA,NA,Lake Water,1594,239_LA_CB_30_m,2015-08-31,243,205,31,538,0,65,908,59,10,6.1,3.002,288,6,537,NA,3.07,0.25,0.28,0.46,0.88,0.2266,1.11,2.23,0.7,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,NA,epi,NA,NA,Lake Water,1588,239_LA_CB__epi,2015-08-31,243,167,27,602,0,3,600,43,4,7.36,1.923,233,2,168,NA,2.83,0.22,0,0.43,0.81,0,1.11,0.32,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,NA,epi,NA,NA,Lake Water,1595,239_LA_CB__epi,2015-08-31,243,180,27,600,0,1,644,19,3,7.37,1.93,234,2,173,NA,2.79,0.23,0,0.41,0.8,0,1.09,2.11,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150831,NA,meta,NA,NA,Lake Water,1596,239_LA_CB__meta,2015-08-31,243,176,NA,601,0,1,670,19,3,NA,1.922,225,3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20150831,NA,NA,NA,NA,Stream Water,1600,239_LA_OF__,2015-08-31,243,172,27,597,0,1,831,38,4,7.54,1.925,236,3,157,NA,2.77,0.22,0,0.41,0.79,0,1.05,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150902,NA,epi,NA,NA,Lake Water,1621,442_LA_CB__epi,2015-09-02,245,127,21,594,0,5,520,28,3,7.05,0.207,247,3,130,NA,1.89,0.18,0,0.35,0.79,0,0.65,1.28,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150902,NA,epi,NA,NA,Lake Water,1623,442_LA_CB__epi,2015-09-02,245,133,20,630,0,4,527,0,3,7.09,0.206,251,3,133,NA,1.91,0.18,0,0.35,0.79,0,0.64,1.32,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150902,NA,meta,NA,NA,Lake Water,1622,442_LA_CB__meta,2015-09-02,245,136,21,562,0,2,680,34,5,6.63,0.161,241,3,190,NA,1.99,0.21,0,0.35,0.81,0,0.66,1.39,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,4,m,NA,NA,Lake Water,1630,227_LA_CB_4_m,2015-09-08,251,94,13,708,1,NA,6041,1003,82,5.49,NA,471,10,339,103,0.08,0.26,0.07,0.32,0.55,0.1997,0.92,0.99,84.94,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,6,m,NA,NA,Lake Water,1631,227_LA_CB_6_m,2015-09-08,251,NA,48,788,1,1,2033,296,53,6.17,1.015,2179,13,1008,77,2.79,0.28,2.75,0.43,0.63,0.3111,0.93,0.36,23.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,8,m,NA,NA,Lake Water,1632,227_LA_CB_8_m,2015-09-08,251,545,98,1210,3,NA,3519,599,134,6.25,1.684,6005,47,2042,292,3.01,0.34,8.11,0.63,0.73,0.6196,0.97,0.31,15.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,10,m,NA,NA,Lake Water,1633,227_LA_CB_10_m,2015-09-08,251,620,116,1202,4,1,4014,700,148,6.26,1.757,7037,68,2406,292,3.17,0.38,11.64,0.74,0.81,0.6884,1.03,0.3,15.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,NA,epi,NA,NA,Lake Water,1629,227_LA_CB__epi,2015-09-08,251,106,15,683,NA,1,3575,495,30,8.04,0.33,317,7,51,35,1.47,0.18,0.03,0.12,0.47,0,0.87,1.07,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,NA,epi,NA,NA,Lake Water,1624,227_LA_CB__epi,2015-09-08,251,110,15,679,NA,1,3488,474,30,8.04,0.329,318,8,47,35,1.43,0.18,0.03,0.1,0.46,0,0.88,0.82,41.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150908,NA,meta,NA,NA,Lake Water,1634,227_LA_CB__meta,2015-09-08,251,113,15,656,1,NA,3431,485,32,7.87,0.22,300,7,59,42,1.45,0.17,0.05,0.13,0.46,0,0.84,0.94,46.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2015,20150908,NA,NA,NA,NA,Stream Water,1637,239_ET_EIF__,2015-09-08,251,184,33,3365,2,7,571,11,5,6.05,6.448,869,17,253,NA,5.04,0.11,0.89,0.21,1.24,0,1.62,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20150908,NA,NA,NA,NA,Stream Water,1638,239_LA_OF__,2015-09-08,251,165,27,623,NA,1,790,45,4,7.45,1.918,212,2,159,NA,2.78,0.23,0,0.42,0.79,0,1.08,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2015,20150908,NA,NA,NA,NA,Stream Water,1635,239_NET_NEIF__,2015-09-08,251,0,49,5242,5,NA,600,0,2,4.09,3.8,808,11,376,NA,2.52,0.11,0.87,0.12,0.89,0,0.83,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2015,20150908,NA,NA,NA,NA,Stream Water,1636,239_NWT_NWIF__,2015-09-08,251,56,28,3329,3,2,639,0,4,4.92,6.008,787,11,433,NA,2.91,0.33,0.92,0.07,0.84,0.0162,0.95,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20150908,NA,NA,NA,NA,Precipitation,1640,239____,2015-09-08,251,11,5,99,3,97,799,46,6,5.96,0.001,330,1,44,NA,0.24,0.03,0,0.03,0.03,0,0.03,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150909,NA,epi,NA,NA,Lake Water,1647,373_LA_CB__epi,2015-09-09,252,170,23,305.03357,NA,1,601,31,3,7.37,0.613,164,1,180,NA,2.87,0.21,0,0.41,0.66,0,0.74,1.64,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150909,NA,meta,NA,NA,Lake Water,1648,373_LA_CB__meta,2015-09-09,252,NA,24,290.66562,NA,1,698,26,3,7.3,NA,169,1,189,NA,2.87,0.18,0,0.39,0.65,NA,0.74,1.6,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150909,NA,epi,NA,NA,Lake Water,1649,626_LA_CB__epi,2015-09-09,252,107,17,406.65115,NA,1,544,11,3,7.15,0.284,219,2,124,NA,1.78,0.16,0,0.3,0.57,0,0.66,1.24,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150909,NA,epi,NA,NA,Lake Water,1642,626_LA_CB__epi,2015-09-09,252,112,17,479,NA,NA,558,24,4,7.22,0.282,238,2,118,NA,1.69,0.17,0,0.29,0.57,0,0.63,1.29,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150909,NA,meta,NA,NA,Lake Water,1650,626_LA_CB__meta,2015-09-09,252,117,18,382.63145,NA,1,734,44,4,6.77,0.19,231,2,155,NA,1.85,0.16,0.02,0.3,0.59,0,0.66,1.28,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20150914,NA,epi,NA,NA,Lake Water,1669,114_LA_CB__epi,2015-09-14,257,48,12,455.84218,0,1,2027,172,10,6.6,0.523,316,4,60,NA,1.03,0.2,0,0.21,0.4,0,0.56,1.45,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2015,20150914,NA,NA,NA,NA,Stream Water,1675,239_ET_EIF__,2015-09-14,257,283,39,2285.83605,2,9,669,17,6,6.26,7.161,741,18,410,NA,5.57,0.11,0.67,0.27,1.39,0,1.88,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150914,NA,epi,NA,NA,Lake Water,1664,239_LA_CB__epi,2015-09-14,257,169,26,521.32053,0,1,660,44,4,7.24,1.921,242,4,173,NA,2.85,0.23,0,0.44,0.78,0,1.09,2.07,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150914,NA,epi,NA,NA,Lake Water,1671,239_LA_CB__epi,2015-09-14,257,182,27,526.6948,0,1,667,33,4,7.25,1.934,237,3,177,NA,2.85,0.23,0,0.44,0.77,0,1.08,2.09,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150914,NA,meta,NA,NA,Lake Water,1672,239_LA_CB__meta,2015-09-14,257,178,27,580,0,2,845,34,4,6.91,1.959,224,3,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20150914,NA,NA,NA,NA,Stream Water,1676,239_LA_OF__,2015-09-14,257,165,26,621,0,1,850,47,4,7.51,1.933,221,3,162,NA,2.77,0.25,0,0.42,0.79,0,1.09,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2015,20150914,NA,NA,NA,NA,Stream Water,1673,239_NET_NEIF__,2015-09-14,257,0,43,4666.41844,5,0,1335,45,5,4.22,4.903,870,18,317,NA,2.62,0.14,0.95,0.15,0.87,0,0.88,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2015,20150914,NA,NA,NA,NA,Stream Water,1674,239_NWT_NWIF__,2015-09-14,257,60,23,2400.99899,2,1,1268,66,7,5.13,5.293,655,10,241,NA,2.32,0.25,0.68,0.02,0.69,0,0.97,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,5,m,NA,NA,Lake Water,1706,442_LA_CB_5_m,2015-09-17,260,134,21,611,0,1,648,43,3,6.82,0.135,253,2,146,NA,1.96,0.17,0,0.37,0.82,0,0.66,1.27,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,9,m,NA,NA,Lake Water,1707,442_LA_CB_9_m,2015-09-17,260,149,24,521,0,3,674,37,7,6.04,0.579,225,2,448,NA,2.22,0.19,0.02,0.39,0.88,0.1331,0.68,1.57,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,13,m,NA,NA,Lake Water,1708,442_LA_CB_13_m,2015-09-17,260,212,38,638,1,5,960,107,35,6.37,1.352,566,4,704,NA,3.14,0.2,2.98,0.41,0.92,0.8002,0.67,0.86,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,17,m,NA,NA,Lake Water,1709,442_LA_CB_17_m,2015-09-17,260,255,48,689,1,5,1075,145,38,6.41,1.629,779,6,800,NA,3.44,0.22,4.33,0.43,0.93,0.9348,0.7,0.43,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,NA,epi,NA,NA,Lake Water,1700,442_LA_CB__epi,2015-09-17,260,138,20,631,0,1,539,19,3,7.06,0.293,253,2,132,NA,1.9,0.16,0,0.35,0.8,0,0.65,1.23,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,NA,epi,NA,NA,Lake Water,1705,442_LA_CB__epi,2015-09-17,260,139,20,632,0,1,515,35,4,7.05,0.291,259,2,127,NA,1.93,0.18,0.02,0.36,0.82,0,0.68,1.24,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20150917,NA,meta,NA,NA,Lake Water,1710,442_LA_CB__meta,2015-09-17,260,133,21,581,0,1,530,31,4,6.59,NA,243,2,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150921,NA,epi,NA,NA,Lake Water,1715,227_LA_CB__epi,2015-09-21,264,104,15,655,0,1,4187,481,32,7.47,0.269,341,9,52,27,1.44,0.24,0.04,0.1,0.46,0,0.93,0.94,35.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150921,NA,epi,NA,NA,Lake Water,1722,227_LA_CB__epi,2015-09-21,264,115,15,667,0,2,4228,481,32,7.48,0.283,353,9,54,30,1.44,0.16,0.04,0.1,0.46,0,0.92,0.94,45.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20150921,NA,meta,NA,NA,Lake Water,1716,227_LA_CB__meta,2015-09-21,264,110,15,654,0,1,3822,463,31,6.59,0.272,326,8,110,36,1.49,0.19,0.03,0.13,0.47,0,0.92,0.94,48.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2015,20150921,NA,NA,NA,NA,Stream Water,1723,227____,2015-09-21,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20150921,NA,NA,NA,NA,Stream Water,1720,239_LA_OF__,2015-09-21,264,164,26,616,0,1,839,41,4,7.22,1.909,258,2,169,NA,2.76,0.25,0,0.42,0.8,0,1.14,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2015,20150921,NA,NA,NA,NA,Stream Water,1718,239_NWT_NWIF__,2015-09-21,264,60,21,2425,2,3,1117,63,6,5.12,5.875,694,10,359,NA,2.08,0.31,0.7,0.11,0.67,0,1.08,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,5,m,NA,NA,Lake Water,1729,373_LA_CB_5_m,2015-09-22,265,163,24,417,0,1,430,27,2,7.29,0.573,182,2,183,NA,2.69,0.22,0,0.38,0.63,0,0.74,1.62,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,10,m,NA,NA,Lake Water,1730,373_LA_CB_10_m,2015-09-22,265,169,25,337,0,1,601,22,4,7,0.367,178,3,212,NA,2.87,0.2,0,0.38,0.66,0,0.75,1.69,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,15,m,NA,NA,Lake Water,1731,373_LA_CB_15_m,2015-09-22,265,223,30,309,0,1,734,54,8,6.2,1.176,155,3,557,NA,3.18,0.2,0,0.42,0.71,0.579,0.75,1.57,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,20,m,NA,NA,Lake Water,1732,373_LA_CB_20_m,2015-09-22,265,296,47,406,1,8,1508,209,36,6.39,1.776,615,5,818,NA,3.7,0.22,3.77,0.46,0.73,1.38,0.78,1.09,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,NA,epi,NA,NA,Lake Water,1734,373_LA_CB__epi,2015-09-22,265,165,24,346,0,1,540,24,3,7.31,0.576,202,2,183,NA,2.7,0.2,0,0.38,0.62,0,0.73,1.62,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,NA,epi,NA,NA,Lake Water,1728,373_LA_CB__epi,2015-09-22,265,177,24,356,0,2,484,11,3,7.35,0.577,195,2,186,NA,2.71,0.19,0,0.37,0.63,0,0.72,1.56,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20150922,NA,meta,NA,NA,Lake Water,1733,373_LA_CB__meta,2015-09-22,265,NA,25,341,0,1,552,0,4,7.02,NA,179,2,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,3,m,NA,NA,Lake Water,1736,626_LA_CB_3_m,2015-09-22,265,107,17,473,0,1,498,22,3,7.09,0.267,236,2,115,NA,1.71,0.16,0,0.31,0.57,0,0.67,1.25,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,5,m,NA,NA,Lake Water,1737,626_LA_CB_5_m,2015-09-22,265,107,18,472,0,1,493,0,2,7.11,0.271,238,2,116,NA,1.72,0.15,0,0.29,0.57,0,0.66,1.28,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,7,m,NA,NA,Lake Water,1738,626_LA_CB_7_m,2015-09-22,265,110,18,454,0,1,567,24,3,6.75,0.176,234,2,146,NA,1.76,0.17,0,0.3,0.58,0,0.68,1.25,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,9,m,NA,NA,Lake Water,1739,626_LA_CB_9_m,2015-09-22,265,123,20,429,0,1,885,76,4,6.28,0.021,232,3,272,NA,1.93,0.19,0.05,0.33,0.61,0.0454,0.67,1.31,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,11,m,NA,NA,Lake Water,1740,626_LA_CB_11_m,2015-09-22,265,146,23,440,0,1,1628,150,12,5.96,0.302,287,5,570,NA,2.16,0.24,0.33,0.36,0.65,0.5082,0.76,1.27,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,NA,epi,NA,NA,Lake Water,1735,626_LA_CB__epi,2015-09-22,265,109,18,467,0,1,482,12,3,7.11,0.271,255,2,116,NA,1.7,0.17,0,0.3,0.57,0,0.65,1.22,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20150922,NA,meta,NA,NA,Lake Water,1741,626_LA_CB__meta,2015-09-22,265,126,18,458,0,2,663,58,4,6.5,0.161,229,2,189,NA,1.82,0.18,0.04,0.31,0.59,0.0306,0.68,1.3,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20150928,NA,epi,NA,NA,Lake Water,1751,114_LA_CB__epi,2015-09-28,271,58,12,559,0,1,1982,188,10,6.46,0.479,322,3,59,NA,1.01,0.16,0,0.22,0.42,0,0.54,1.54,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,5,m,NA,NA,Lake Water,1755,239_LA_CB_5_m,2015-09-28,271,175,27,618,1,0,600,43,5,7.11,1.911,251,2,190,NA,2.81,0.24,0,0.43,0.8,0,1.11,2.12,2.47,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,10,m,NA,NA,Lake Water,1756,239_LA_CB_10_m,2015-09-28,271,174,29,558,0,41,510,28,6,6.15,2.412,250,3,408,NA,2.96,0.22,0,0.46,0.83,0,1.09,2.27,2.39,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,15,m,NA,NA,Lake Water,1757,239_LA_CB_15_m,2015-09-28,271,171,28,546,0,81,414,0,4,6.21,2.436,299,3,394,NA,2.95,0.23,0,0.47,0.83,0,1.11,2.26,0.83,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,20,m,NA,NA,Lake Water,1758,239_LA_CB_20_m,2015-09-28,271,180,30,542,0,94,419,0,5,6.18,2.569,286,2,388,NA,2.99,0.25,0.02,0.47,0.84,0,1.11,2.32,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,25,m,NA,NA,Lake Water,1759,239_LA_CB_25_m,2015-09-28,271,199,30,536,0,96,449,21,5,6.12,2.833,297,3,482,NA,3.07,0.25,0.08,0.46,0.85,0.095,1.12,2.22,0.47,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,30,m,NA,NA,Lake Water,1760,239_LA_CB_30_m,2015-09-28,271,206,32,536,0,76,691,33,8,6.08,2.928,258,3,542,NA,3.15,0.28,0.22,0.47,0.88,0.3159,1.13,2.24,0.47,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
